Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,Last Reboot,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Kubernetes Admission Control Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,Kubernetes Cluster ID,Kubernetes Server Git Version,Kubernetes Server Version,RFM,Linux Sensor Mode,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
LOFT-W3417,2023-10-04T16:20:43Z,2022-10-19T20:59:57Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-01T18:21:34Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
30 May 23 13:12 UTC","General-Sensor-Windows
11 Sep 23 08:32 UTC",No policy,No policy,753c4d9531fc4f228636f2f2eca47507,192.168.15.55,192.168.15.55,192.168.15.1,177.41.50.164,,00-d7-6d-12-db-85,00-d7-6d-12-db-85,normal,526017,41CPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
dev3,2023-09-28T17:06:37Z,2023-01-12T03:25:06Z,Linux,Ubuntu 20.04,,,5.15.0-1037-aws,m5.xlarge,Amazon EC2,Server,Other,,,,"General-Prevention-Linux-Server
17 Jul 23 12:59 UTC","General-Response-Linux
12 Jan 23 03:27 UTC","General-Sensor-Linux-CP
03 Feb 23 01:05 UTC",No policy,No policy,2dfa62aeb5134122a1d99bfa9d0e6742,172.32.77.126,172.32.77.126,172.32.64.1,18.232.133.77,,02-27-a3-2a-0d-9d,02-27-a3-2a-0d-9d,normal,329303,ec2fa63c-e36c-b196-7641-4569358efe5d,6.50.14712.0,,AWS_EC2_V2,629948353967,i-065757700dd6d0b2b,us-east-1a,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-LinuxServers,CS-GRP-BR-Linux"
LOFT-W2722,2023-09-21T18:05:30Z,2023-09-21T18:01:21Z,Windows,Windows 10,19045,Windows 10 Home Single Language,10.0.19045.2251,Inspiron 5490,Dell Inc.,Workstation,Laptop,2022-12-27T14:16:43Z,,,"General-Prevention-Windows-Workstation
21 Sep 23 18:03 UTC","General-Response-Windows
21 Sep 23 18:03 UTC","General-Sensor-Windows
21 Sep 23 18:06 UTC",No policy,No policy,807f7c21cbdd464aa50ee9dc8536f602,192.168.56.1,10.10.22.90,10.10.22.1,163.116.228.50,,0a-00-27-00-00-15,5c-cd-5b-4d-bf-02,normal,526060,9PQFD33,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3437,2023-08-29T04:01:53Z,2023-07-06T14:55:00Z,Mac,Ventura (13),22E261,,22.4.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
10 Jul 23 19:04 UTC","General-Response-Mac
06 Jul 23 14:57 UTC","General-Sensor-Mac
06 Jul 23 14:59 UTC",No policy,No policy,23d6cc5a913547a4abfb58c770094756,100.127.100.1,,,177.190.196.142,,88-66-5a-40-39-6d,,normal,591594,C02FV1DMMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
VISTA-W0047,2023-10-04T19:36:20Z,2023-07-06T15:23:12Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-27T02:14:12Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
06 Jul 23 15:24 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,3f7af0f1836044b980689160e1c8145d,192.168.0.20,192.168.0.20,192.168.0.1,177.36.186.250,,70-cf-49-e4-d5-40,70-cf-49-e4-d5-40,normal,526060,1SVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0683,2023-09-20T15:21:13Z,2022-12-15T18:28:58Z,Windows,Windows 11,22621,Windows 11 Home Single Language,10.0.22621.2134,Aspire A315-56,Acer,Workstation,Laptop,2023-08-10T00:32:53Z,,,"General-Prevention-Windows-Workstation
20 Sep 23 15:22 UTC","General-Response-Windows
18 Jan 23 19:19 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,5ea8b6dbf11e4fcc9d57addd10b13f2b,10.111.140.200,10.111.140.200,10.111.140.1,200.170.190.57,,a4-63-a1-6b-5c-f0,a4-63-a1-6b-5c-f0,normal,460517,NXHV1AL00B1317F68B9501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M2476,2023-10-04T20:00:39Z,2023-07-06T14:55:17Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
13 Sep 23 18:53 UTC","General-Response-Mac
06 Jul 23 14:56 UTC","General-Sensor-Mac
19 Sep 23 14:40 UTC",No policy,No policy,0c872c71f7714d5d93e64c3723028fec,192.168.68.113,54.215.176.108,,201.95.25.72,,88-66-5a-34-4e-c9,,normal,591594,C02FJ442MD6M,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-M3124,2023-10-04T19:52:32Z,2023-07-06T14:55:16Z,Mac,Monterey (12),21G816,,21.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:51 UTC","General-Response-Mac
06 Jul 23 14:56 UTC","General-Sensor-Mac
19 Sep 23 14:47 UTC",No policy,No policy,19e0cf579e124250ad75b9c102809fdf,100.127.100.1,54.183.39.68,,45.172.70.193,,bc-d0-74-4c-ff-12,,normal,4294967295,X3RX2PK90Y,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-M0083,2023-10-02T18:56:33Z,2023-08-28T13:04:23Z,Mac,Ventura (13),22G5072a,,22.6.0,"MacBookPro15,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
14 Sep 23 01:05 UTC","General-Response-Mac
28 Aug 23 13:07 UTC","General-Sensor-Mac
21 Sep 23 20:00 UTC",No policy,No policy,ca74552485b045e88560f1e8fec7c7b3,192.168.0.13,52.8.61.206,,189.4.122.30,,a4-83-e7-9e-c5-a2,,normal,591594,C02Z82LRLVCH,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-W3853,2023-10-04T17:10:56Z,2023-03-09T13:40:44Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1992,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-18T10:43:28Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 10:53 UTC","General-Response-Windows
09 Mar 23 13:43 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,d3c09d2358eb4f07a4a70e4171c19745,10.111.140.164,10.111.140.164,10.111.140.1,200.170.190.57,,70-cf-49-e6-1f-18,70-cf-49-e6-1f-18,normal,526060,CQVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W0289,2023-10-04T19:41:46Z,2023-03-02T18:27:37Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3490,Dell Inc.,Workstation,Laptop,2023-09-19T10:43:11Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
02 Mar 23 18:28 UTC","General-Sensor-Windows
29 Aug 23 15:02 UTC",No policy,No policy,03641049af564184a33c4abc69934d55,10.111.140.91,10.111.100.133,10.111.100.1,200.170.190.57,,0c-96-e6-eb-a8-81,4c-d9-8f-fd-73-89,normal,526058,90T5VW2,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W0948,2023-10-04T19:46:44Z,2023-01-05T18:03:31Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Aspire A515-54,Acer,Workstation,Laptop,2023-09-29T11:57:48Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
05 Jan 23 18:05 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,681deef527cc450f89c0d11d8b404412,10.111.140.109,10.111.140.109,10.111.140.1,191.177.186.72,,d8-f3-bc-6d-65-35,d8-f3-bc-6d-65-35,normal,526060,NXHQMAL00T1380285A9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W3187,2023-10-04T16:57:12Z,2022-12-21T19:59:57Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-18T10:45:29Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 10:53 UTC","General-Response-Windows
21 Dec 22 20:01 UTC","General-Sensor-Windows
29 Aug 23 14:28 UTC",No policy,No policy,a30ca6b2002a44faba14fad3aac8e56f,10.111.140.17,10.111.140.17,10.111.140.1,200.170.190.57,,00-d7-6d-10-9f-f5,00-d7-6d-10-9f-f5,normal,526017,3LZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6109,2023-10-04T19:58:44Z,2023-02-28T14:35:00Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-03T01:30:43Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 21:01 UTC","General-Response-Windows
28 Feb 23 14:36 UTC","General-Sensor-Windows
29 Aug 23 14:35 UTC",No policy,No policy,70fd37f421774636b2dea12fd96cf587,192.168.0.19,192.168.0.19,192.168.0.1,177.138.107.214,,00-d7-6d-5c-66-fb,00-d7-6d-5c-66-fb,normal,526017,HJJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6023,2023-10-04T19:25:55Z,2023-05-03T14:29:34Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-03T11:59:19Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
03 May 23 14:32 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,df812395d1704c64b456e14b3e0fb4db,192.168.15.12,192.168.15.12,192.168.15.1,177.145.102.177,,00-d7-6d-5c-3f-dc,00-d7-6d-5c-3f-dc,normal,526017,J19VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0878,2023-10-04T19:05:13Z,2023-07-06T17:15:57Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-19T03:22:35Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:55 UTC","General-Response-Windows
06 Jul 23 17:19 UTC","General-Sensor-Windows
29 Aug 23 17:20 UTC",No policy,No policy,977ae2bc4c6d40069e52b2662069a91b,10.111.140.193,10.111.140.193,10.111.140.1,200.170.190.57,,d8-f3-bc-6d-47-0d,d8-f3-bc-6d-47-0d,normal,526060,NXHQMAL00T138028509Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3108,2023-10-04T19:51:07Z,2023-08-31T12:24:01Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:51 UTC","General-Response-Mac
31 Aug 23 12:25 UTC","General-Sensor-Mac
19 Sep 23 14:45 UTC",No policy,No policy,188640567c33482d89ca27e7d743ef14,192.168.106.1,,,201.69.241.75,,b2-f1-d8-20-2b-64,,normal,4294967295,K57TCFG3GD,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-W6377,2023-10-04T19:45:30Z,2023-04-28T14:11:58Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-02T12:42:01Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
28 Apr 23 14:13 UTC","General-Sensor-Windows
29 Aug 23 17:13 UTC",No policy,No policy,2cad57b6580f4a90a6edecdba5052de2,192.168.0.94,192.168.0.94,192.168.0.1,179.211.10.120,,00-d7-6d-5f-ae-79,00-d7-6d-5f-ae-79,normal,526017,9ZJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3684,2023-10-04T14:35:08Z,2023-07-06T14:54:56Z,Mac,Ventura (13),22F82,,22.5.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:52 UTC","General-Response-Mac
06 Jul 23 14:56 UTC","General-Sensor-Mac
19 Sep 23 14:43 UTC",No policy,No policy,21e11d47af1041ca966c42331fc266e8,100.127.100.1,54.215.176.108,,177.141.12.248,,f4-d4-88-77-bd-ef,,normal,4294967295,LTY06KYPT7,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-W3208,2023-08-26T00:09:17Z,2022-06-01T15:28:32Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3086,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-25T20:33:43Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:43 UTC","General-Response-Windows
01 Jun 22 15:30 UTC","General-Sensor-Windows
06 Jul 23 18:03 UTC",No policy,No policy,2de1c532dc8d4f7fbb17c6bd1c062388,192.168.15.12,192.168.15.12,192.168.15.1,179.162.129.225,,00-d7-6d-11-43-7e,00-d7-6d-11-43-7e,normal,526017,1JBPSH3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Windows
CP-W3037,2023-09-20T15:57:46Z,2023-08-09T15:12:06Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-18T12:53:44Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
09 Aug 23 15:15 UTC","General-Sensor-Windows
01 Sep 23 18:48 UTC",No policy,No policy,2325b44b7d0c4710b026817122f56f9d,10.111.100.146,10.111.100.146,10.111.100.1,200.170.190.57,,34-73-5a-e1-b1-43,34-73-5a-e1-b1-43,normal,526060,9003XF3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W0670,2023-10-02T12:53:43Z,2022-12-10T09:02:14Z,Windows,Windows 11,22621,Windows 11 Home Single Language,10.0.22621.2134,Aspire A315-56,Acer,Workstation,Laptop,2023-08-25T02:57:16Z,,,"General-Prevention-Windows-Workstation
02 Oct 23 10:50 UTC","General-Response-Windows
15 Mar 23 14:38 UTC","General-Sensor-Windows
29 Aug 23 14:44 UTC",No policy,No policy,eb2286b7406e4ee99721a8c3aa9b0936,192.168.3.5,192.168.3.5,192.168.3.1,177.131.192.12,,a4-63-a1-58-d3-28,a4-63-a1-58-d3-28,normal,460517,NXHV1AL00E0493FA839501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0043,2023-10-03T16:21:51Z,2023-08-08T17:01:53Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3393,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-14T11:47:13Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
08 Aug 23 17:04 UTC","General-Sensor-Windows
01 Sep 23 18:48 UTC",No policy,No policy,9cb2d3f6840b4b7b86ec96eca51766f6,192.168.18.186,192.168.18.186,192.168.18.1,177.55.228.126,,00-d7-6d-10-97-99,00-d7-6d-10-97-99,normal,526017,8CZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W3685,2023-09-22T04:28:28Z,2021-12-13T15:04:22Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-20T00:13:54Z,,,"General-Prevention-Windows-Workstation
18 Sep 23 02:14 UTC","General-Response-Windows
13 Dec 21 15:05 UTC","General-Sensor-Windows
06 Sep 23 00:06 UTC",No policy,No policy,bc606254436c4fd8999a0a5a6b688116,192.168.1.14,192.168.1.14,192.168.1.1,177.38.189.102,,00-d7-6d-2a-b9-99,00-d7-6d-2a-b9-99,normal,526017,BMGRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3717,2023-10-04T18:59:58Z,2023-07-06T18:51:46Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro17,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
22 Sep 23 13:46 UTC","General-Response-Mac
06 Jul 23 18:53 UTC","General-Sensor-Mac
22 Sep 23 13:48 UTC",No policy,No policy,7a54f098cf1a4f3aa115fa68c28d9850,100.127.100.1,54.215.176.108,,177.60.36.57,,b0-be-83-5c-89-15,,normal,4294967295,C02H369WQ05D,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-M3054,2023-10-04T19:58:37Z,2023-07-06T14:54:56Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
26 Sep 23 10:34 UTC","General-Response-Mac
06 Jul 23 14:56 UTC","General-Sensor-Mac
26 Sep 23 10:36 UTC",No policy,No policy,19a5686ae24e40dd923fe2c5740215bf,100.127.100.1,,,177.34.168.53,,b0-f1-d8-04-73-21,,normal,4294967295,K54J3CW9MN,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
us-homol,2023-10-04T20:00:29Z,2023-01-12T03:17:02Z,Linux,Ubuntu 18.04,,,5.4.0-1103-aws,c5.4xlarge,Amazon EC2,Server,Other,,,,"General-Prevention-Linux-Server
17 Jul 23 13:00 UTC","General-Response-Linux
12 Jan 23 03:18 UTC","General-Sensor-Linux-CP
03 Feb 23 01:02 UTC",No policy,No policy,9216adddbf9e420a8078f6adc6338edd,10.202.242.1,172.32.6.75,172.32.0.1,34.192.19.180,,02-42-f7-8a-06-a9,0a-57-6b-5b-57-e5,normal,329303,ec29228c-1e7e-5748-95c3-a685617b9022,6.50.14712.0,,AWS_EC2_V2,629948353967,i-07c6509d33823122f,us-east-1c,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-LinuxServers,CS-GRP-BR-Linux"
CP-W0927,2023-10-04T19:31:15Z,2023-03-03T21:32:19Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1848,Latitude 3490,Dell Inc.,Workstation,Laptop,2023-09-27T17:43:57Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
03 Mar 23 21:34 UTC","General-Sensor-Windows
29 Aug 23 17:15 UTC",No policy,No policy,5f2bf3b459124ce1874539475543c89d,10.111.141.4,10.111.141.4,10.111.140.1,200.170.190.57,,0c-96-e6-eb-af-4b,0c-96-e6-eb-af-4b,normal,526058,20PWFV2,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3167,2023-10-04T16:20:39Z,2023-08-29T18:11:39Z,Mac,Monterey (12),21G816,,21.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
18 Sep 23 07:18 UTC","General-Response-Mac
29 Aug 23 18:12 UTC","General-Sensor-Mac
19 Sep 23 14:31 UTC",No policy,No policy,8bf27120584845a6b0f35a46b373e51a,192.168.0.220,52.8.45.162,,89.64.56.31,,bc-d0-74-49-fb-ea,,normal,4294967295,XD4KLWV96N,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-W2995,2023-10-04T20:07:12Z,2023-08-10T14:40:03Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-18T15:09:59Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
10 Aug 23 14:40 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,6795844cc93049de96ac48772ec34934,10.111.100.90,10.111.100.90,10.111.100.1,200.170.190.57,,34-73-5a-b9-b9-a0,34-73-5a-b9-b9-a0,normal,526060,GPVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CPCWB1242,2023-10-04T20:05:11Z,2022-11-30T15:01:13Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1702,Aspire A515-54,Acer,Workstation,Laptop,2023-09-21T12:22:59Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
05 Jul 23 20:06 UTC","General-Sensor-Windows
29 Aug 23 14:58 UTC",No policy,No policy,65033fad458e4fbc83eb76a52b06617e,192.168.100.249,192.168.100.249,192.168.100.1,200.170.190.57,,5c-e4-2a-88-06-94,5c-e4-2a-88-06-94,normal,526060,NXHQMAL013202013B79Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6184,2023-10-04T20:04:24Z,2023-04-25T18:51:42Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-20T19:19:08Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
25 Apr 23 18:54 UTC","General-Sensor-Windows
29 Aug 23 14:58 UTC",No policy,No policy,2726a6a79ca54bfbbebd0419ed7c3b80,192.168.0.139,192.168.0.139,192.168.0.1,187.74.206.57,,00-d7-6d-62-79-8d,00-d7-6d-62-79-8d,normal,526017,DSJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W0267,2023-10-04T19:55:19Z,2023-07-11T17:56:18Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3490,Dell Inc.,Workstation,Laptop,2023-10-04T14:04:17Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
11 Jul 23 17:57 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,f1679a0992924261a682ef6bf2204c8e,10.111.140.219,10.111.140.219,10.111.140.1,200.170.190.57,,10-5b-ad-fb-74-85,10-5b-ad-fb-74-85,normal,526058,88604W2,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W2455,2023-10-04T16:41:47Z,2023-09-26T14:50:45Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2361,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-26T19:31:14Z,,,"General-Prevention-Windows-Workstation
26 Sep 23 14:52 UTC","General-Response-Windows
26 Sep 23 14:52 UTC","General-Sensor-Windows
26 Sep 23 14:56 UTC",No policy,No policy,deb39899ef8a436aa2641b09dabf392f,10.111.140.229,10.111.140.229,10.111.140.1,200.170.190.57,,5c-cd-5b-d7-c1-66,5c-cd-5b-d7-c1-66,normal,526060,943MWC3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-SPM-3576,2023-10-04T19:53:15Z,2023-07-10T13:04:09Z,Mac,Monterey (12),21G816,,21.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
13 Sep 23 18:51 UTC","General-Response-Mac
10 Jul 23 13:05 UTC","General-Sensor-Mac
19 Sep 23 14:40 UTC",No policy,No policy,1fe588a71662454d9bc56ae97bf206f9,192.168.0.15,54.215.176.108,,187.21.239.145,,88-66-5a-51-aa-df,,normal,591594,C02G50FDMD6M,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-M3085,2023-10-04T19:46:33Z,2023-07-06T14:55:13Z,Mac,Monterey (12),21G816,,21.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:52 UTC","General-Response-Mac
06 Jul 23 14:57 UTC","General-Sensor-Mac
19 Sep 23 14:43 UTC",No policy,No policy,8dab6a7494554288a6bc468d8e1f8a40,192.168.10.10,54.183.39.68,,187.45.55.237,,b0-de-28-59-dc-50,,normal,4294967295,XP6M7VXWRL,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
